tweet,sentiment
IKN Nusantara dengan konsep future smart forest city\n\nSumatera Barat\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/H6bcGchDNc,negative
@YustiawanIhsan2 @AfrizaMunaf IKN TNGKL,negative
@FGelael @maryshelparaiso IKN Berdampak positiveterhadap pemerataan pembangunan dan ekonomi Jawa Timur\xe2\x80\xa6 https://t.co/XZSM7MrABw,positive
Target pemerintah untuk hunian di IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/RiZ7Ua1QXJ,positive
Keran !! Presiden Jokowi luncurkan Metaverse IKN Nusantara\n#IbukotaNegara\n#IKN\n#SemangatNusantara https://t.co/EuAzrR9Jcq,positive
IKN Berkonsep Hijau dan Ramah Lingkungan \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ETmkKatr85,positive
@NandaShanum @maryshelparaiso IKN adalah solusi utk Indonesia semakin maju. Salam damai dari Jawa Timur\xe2\x80\xa6 https://t.co/xiFkPbJRaJ,positive
Pddk 200.000 yg sebagian besar adalah ASN yg gajinya sdh habis utk cicilan rumah kendaraan dan biaya anak sekolah\xe2\x80\xa6 https://t.co/PLA6kbMxkD,negative
WAHH !! PGI kukar dukung MPR RI keluarkan ketetapan IKN Nusantara\n\nMalut - Maluku Utara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/72JciJjMzS,positive
IKN Berdampak positiveBagi Kalimantan Timur\n@CitraPurnama92\n@GarudaNKRI1945\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/zRhiKXhQ4y,positive
Pembangunan IKN Nusantara akan berdampak positiveDukung pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/opqA5kiHkN,positive
@burnoxyz @Dennysiregar7 Yg bilang ikn mau dibuat centra bisnis siapa ngab?,negative
@RagilSemar: Diawali dari konsep pendanaan IKN yang menjadikan pemerintah sebagai penyewa di sana. \nTentu ini akal2an oligarki.\nOligarki\xe2\x80\xa6,negative
IKN Nusantara berikan dampak positiveuntuk Indonesia #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/JonrAc0Rhk,positive
IKN Nusantara dengan Konsep Future Smart Forest City! Papua dukung IKN Nusantara\n\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/aOSXirylE8,positive
@Merdekasatu1: @NandaShanum @Opposih6890bio @maryshelparaiso IKN berpotensi bikin Indonesia jadi pusat teknologi? Mantap ga tuh. Yuk duk\xe2\x80\xa6,positive
@YasonnaB: Indonesia tidak butuh IKN baru\nIndonesia tidak butuh Stadion baru\n\nIndonesia membutuhkan Presiden baru yang adil dan Jujur\n#R\xe2\x80\xa6,negative
IKN Nusantara dibangun dengan konsep smart city kerenn\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/H87SODTtMh,positive
mantap dukung pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/SA1yPT6YD,positive
@OiCoffe: @KathyJo49714916 @maryshelparaiso Pembangunan IKN berdampak positivepada pembangunan dan ekonomi. Arek Jawa Timur dukung pemba\xe2\x80\xa6,positive
@galerifitri: Progres pembangunan IKN kini telah memasuki beberapa tahap.\nDan saat ini masuk dlm tahap\xc2\xa0land clearing\xc2\xa0atau pembersihan la\xe2\x80\xa6,positive
@DokterTifa Kayaknya mojadi selama 160 Thn karena HGB IKN Free for 160 Thn,negative
Waw Alasan Golkar dan Airlangga Hartarto Dukung IKN Nusantara di Kalimantan Timur https://t.co/e0DwNylRcU\xe2\x80\xa6 https://t.co/01mhXc6XoO,positive
Gok Ari berharap Indra Karya dan beberapa perusahaan lainnya bisa berperan penting dan meminimalisir risiko dari s\xe2\x80\xa6 https://t.co/M26fKKB9No,positive
Konsep Future Smart Forest City disematkan kepada IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/MhzYGYn61i,positive
Mantab Betul Pembangunan IKN Berkonsep Green City \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/G7QSxPx43i,positive
@NoviRoose: IKN Nusantara berdampak positiveterhadap pembangunan dan perekonomian Kaltim.\n\n#IKNBerdampakpositivehttps://t.co/nn3qGsoZRs,positive
@GarengHallu Jangan suka gitu. Nanti ikn mangkrak loh.,negative
Tak bisa dipungkiri kehadiran IKN dorong ekonomi bangsa #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/f0M9lEX78j,positive
Dukung pembangunan IKN Nusantara \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/FlcvQIB2ta,positive
Sejumlah Pengembang Mulai Lirik Rencana Pembangunan IKN https://t.co/PZxaBvhmjH,positive
@FGelael @Merdekasatu1 @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan Jawa Timur Dukung IKN Nusantar\xe2\x80\xa6 https://t.co/t3PbeuzdZP,positive
@BhaktiRah: @_MbakSri_ Apapun masalah nya tuntutannya Jokowi mundur tahu knp?....agar IKN batal  sebab kalo IKN benar\xc2\xb2 terealisasi  k\xe2\x80\xa6,negative
@NaomiSusantiiii Jadi pengen liat IKN cepat jadi \n#DukungIKNNusantara,positive
Pembangunan IKN Nusantara wujudkan visi 20245 Jambi #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/DFAbg16d4X,positive
terbaik! inilah manfaat besar IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/n2rgIU4tAg,positive
@NengFira3007 Gak sabar menunggu IKN \xe2\x9d\xa4\nAceh\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/NLO6W7tDGz,positive
@OiCoffe: @BergetarNusa @maryshelparaiso Mahasiswa Jawa Timur dukung pembangunan IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKN\xe2\x80\xa6,positive
Pemerintah buka kesempatan kepada pengusaha lokal untuk berpartisipasi dalam pembangunan IKN  #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/wIjNXSlm2J,positive
@KathyJo49714916 @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/ZY4pOSejv,positive
@StephanChain2: Ikn Majukan Indonesia \n #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan\xe2\x80\xa6,positive
Iki dana pembangunan IKN gabisa di pecah dadi pembangunan kereta pulau sumatra bali dan kalimantan ?,negative
@topan_solawase @Sirqieee @OposisiCerdas @mahfud Sapa yg diuntungkansapa yg dirugikan mayan tambah2 dana ikn....!!!!,negative
Hey! IKN dibangun dari pajak rokok dongs #RESPECT #LEGEND https://t.co/p58XxkY6zA,negative
IKN Berkonsep Ramah Lingkungan .\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/TBeYV52Xb4,positive
@sakul0311 @ahmaddshaddiq @Dennysiregar7 @aniesbaswedan Goblok mana dgn ide bangun IKN ? Gak punya duit pengen ban\xe2\x80\xa6 https://t.co/PCeNjj6unQ,negative
@YogaswaraWahyu: Pak @jokowi proyek IKN itu di batalkan saja sy sebagai rakyat punya ide. Bagaimana jika di bangun penjara khusus disan\xe2\x80\xa6,negative
@jiwa_tertukar @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/EbaDyEN4Ys,positive
@OiCoffe @maryshelparaiso Masyarakat Jawa Timur Menyambut baik kehadiran IKN #JokowiBapakInfrastruktur\xe2\x80\xa6 https://t.co/KNvWojAgkW,positive
@PrathumRyan @pranjaya_baguz @MightyWar3 Buset 500 Miliar USD kalahin anggaran militer china+ikn\xf0\x9f\x99\x82,negative
IKN Nusantara Kota Dunia untuk semua\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/BKPpJ7753T,positive
Pemerintah targetkan IKN dihuni 200 ribu orang\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/CP5i9uK6du,positive
@OposisiCerdas Lebih baik utk gubernur ikn,negative
@burnoxyz @Dennysiregar7 Anggaran perlindungan sosial di rapbn 2023 nominalnya 4791 T naik lebih 11% dr 2022.\n\nK\xe2\x80\xa6 https://t.co/O6xRD6tKdd,negative
@alisyarief Bukan di rencanakan kunjungi IKN tapi di rencanakan di datangkan di IKN utk melegetimasi bwh IKN itu di\xe2\x80\xa6 https://t.co/wFin5mmuKN,negative
@Merdekasatu1: @Opposih6890bio @maryshelparaiso Masyarakat Jawa Timur bangga dan terus dukung Pembangunan IKN #JokowiBapakInfrastruktur\xe2\x80\xa6,positive
Mengintip Rencana Konsep Pengembangan Hunian di IKN Nusantara https://t.co/dGY7aqnkUX https://t.co/iOzrih8lJf,positive
Manfaat besar IKN ini dia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/dId9fGXxFh,positive
@KathyJo49714916: @berita_mineral @FGelael @maryshelparaiso Membuka lapangan kerja baru masyarakat Jawa Timur mendukung IKN Nusantara #K\xe2\x80\xa6,positive
IKN Pindah Kadrun Hilang Panggung Habib Kribo\nhttps://t.co/1QUzbHV9Y9,negative
@Buk4nlord_gaben sukseskan IKN Nusantara\n-Jambi-\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/yr7RlfKfdI,positive
@Opposih6890bio @BergetarNusa @maryshelparaiso Indonesia Sentris Harus tercermin di IKN Nusantara warga Jawa Timur\xe2\x80\xa6 https://t.co/QQArlz0vWt,positive
Derap Pembangunan Kawasan IKN Nusantara\n@fordamail\n@ceriaceritakita\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/kYLWXvI6La,positive
Generasi muda Indonesia sangat antusias menunggu terwujudnya IKN Nusantara. #IKN #IKNNusantara https://t.co/AsHoJcW9Kv,positive
@OiCoffe @berita_mineral @maryshelparaiso Masyarakat Jawa Timur dengan penuh semangat Men Dukung kelancaran pembang\xe2\x80\xa6 https://t.co/ZNVONp5qyf,positive
@OposisiCerdas: Gubernur Kaltim Doakan Warga yang Tolak IKN Cepat Meninggal\nhttps://t.co/uKnR91FrLF,negative
Kementrian investasi nyatakan ikn buka peluang tinggi bagi investor tanam modal\n\n#IKNBerdampakpositivehttps://t.co/lQBbakLWSg,positive
@jiwa_tertukar: @maryshelparaiso smart forest city konsep ini menarik para akademisi di Jawa Timur untuk ikut mendukung IKN\n#KotaDuniaU\xe2\x80\xa6,positive
@DokterTifa Persis dg jawaban anak2 SD di sekolah saya ketika di tanya ttg ikn padahal pak presiden mau abis masa\xe2\x80\xa6 https://t.co/VgYdxVgDBy,negative
@sindai_salie Mrk tahunya lahan utk IKN msh berupa hutan asli. Ngak tahu kalau disana justru banyak lubang2 besar b\xe2\x80\xa6 https://t.co/N51xAKLkGO,negative
IKN jadi representasi bangsa yang unggul\n\nSulawesi Tengah\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/K1D5XPQz2Z,positive
@msaid_didu Gimana ngitungnya 200 rb warga mau tinggal di IKN... Ngimpi kok keterlaluan,negative
@TinullTinaaa: Memajukan Indonesia dengan IKN Nusantara \n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkon\xe2\x80\xa6,positive
Mantap!\nTiga manfaat besar IKN untuk perekonomian Indonesia\n\nGorontalo\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/mtcPgkiprs,positive
IKN Nusantara akan berpengaruh setelah pertemuan di arab kemarin #b20 #arsjadrasjid #IKNnusantara\xe2\x80\xa6 https://t.co/3QAhb2V7Tg,positive
@asboediono_id: Salah satu Prestasi yang dibanggakan tetapi tidak membawa Manfaat untuk Alam Semesta ~ Nasib yang sama akan dialami IKN\xe2\x80\xa6,positive
@triosusanto96 sukseskan IKN Nusantara\n-Jambi-\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/S1M0U94s7f,positive
@Subur0204 Kalo sebut ikn ntar muncul duitnya tu,negative
Dukung dan Kawal Pemindahan IKN Nusantara \n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/ofzSZxPhfO,positive
@guzel_amare: ya iyalah ... twitter mah sudah kliatan  nah IKN visi misi nya saja investor blm tahu ... mau bp sbg markreting pun  klo\xe2\x80\xa6,negative
Finlandia disebut berminat untuk ikut bekerja sama dalam pembangunan Ibu Kota Negara Nusantara. #Polhuk #AdadiKompas\nhttps://t.co/Y8R0imBQh7,positive
@papa_loren Maaf maaf nih.. entar 200rb orang yg ngisi IKN pada ga bisa bahasa INDONESIA lg.. heuheu..,negative
Pantes oligar pada panik dgn tanda buzzer membabi buta pengiringan narasi sesat nya.\nJk sampai jadi presiden niscay\xe2\x80\xa6 https://t.co/LYdUoiyZT,negative
Merepresentasikan bangsa yang unggul lewat IKN Nusantara\nJambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/aZJGoQzvgF,positive
@DokterTifa Kalo ibu jadi wapres dijamin amat bahagia dng rencana IKN. Orang suka atau gak suka itu tergantung udan\xe2\x80\xa6 https://t.co/7e8RCU9CVh,negative
Ditinjau Jokowi Begini Progres Pembangunan IKN Nusantara\n\nPresiden Jokowi menyampaikan bahwa sejumlah progres infr\xe2\x80\xa6 https://t.co/Ui3vLNo5QX,positive
IKN Nusantara hidupkan semua sektor masyarakat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/oWu1trh2H9,positive
@berita_mineral @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan Jawa Timur Dukung IKN Nusantara\xe2\x80\xa6 https://t.co/Xynfb6M571,positive
Lampung Dukung IKN #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi #IKNtingkatkanKesejahteraan #DukungIKNNusantara,positive
Pembangunan IKN Nusantara berkonsep Green City\n\nGorontalo\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/XL0GI6cGIf,positive
@riego_see: Keberadaan IKN Nusantara di Kaltim dapat memberikan semangat bagi pemerintah daerah khususnya semangat melakukan perubahan\xe2\x80\xa6,positive
IKN sangat keren #KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\n#IKNtingkatkanKesejahteraan\xe2\x80\xa6 https://t.co/jcGTJaSgL8,positive
Progres IKN Pada Tahap AwalPembiayaan Masih Di sokong APBN Sehingga Tidak Mengalami Kendala.\nJambi\xe2\x80\xa6 https://t.co/gJmJvgvSU4,positive
presiden indon= dukun=ikn nusantara indon(selalu terdepan juga): presiden IBLIS BLIS= ikn nusantara IBLIS BLIS.\n\nSO\xe2\x80\xa6 https://t.co/yi8RRTFCMs,negative
IKN Berdampak positiveBagi Kalimantan Timur\n@indiaknowledge\n@ikn_id\n\n#IbukotaNegara #IKN #SemangatNusantara https://t.co/YCvOWiYItR,positive
Mantap sekali metaverse di IKN\n.\nIKN Majukan bangsa Jambi\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/4OehmNK5cR,positive
APLN Garap Kawasan Hunian Super Premium Dekat IKN Berminat? https://t.co/s8R6ijPn7u,positive
Pemerintah Targetkan IKN Dihuni 200 Ribu Orang pada 2024 Ada TNI Polri Hingga ASN. https://t.co/jQVe8Ujl0e,positive
IKN Nusantara merupakan langkah menuju Indonesia maju dan berkembang Jambi #KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/gZN3A8oo7Q,positive
Presiden Jokowi menerima Menpora Zainudin Amali di Istana Merdeka Jakarta pada Selasa 1 November 2022. Menpora m\xe2\x80\xa6 https://t.co/sgrgy13nqe,positive
@Usuludin321: Bener juga yah kenapa sih maksain bangun IKN ada apa sebenarnya? https://t.co/KkwkbVkihA,negative
Keren IKN memperhatikan aspek lingkungan\n\nDaerah Istimewa Yogyakarta\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/IkGRticcj5,positive
@alisyarief Katanya g punya uang sampai subsidi dicabut nyatanyancuma dihambur2kan utk memenuhi nafsu IKN,negative
@HendryanaLubis: @s1lverpegasus Dia pasti mendukung sapa yg bisa lanjutkan ikn yg dia idaman\n\n#Semangat114TurunkanJokowi \n#Semangat411Tu\xe2\x80\xa6,negative
Lampung Dukung Percepatan Pembangunan IKN yang memberikan dampak positivebagi masyarakat dan kemajuan ekonomi daera\xe2\x80\xa6 https://t.co/DfGQeQmrsd,positive
tiga manfaat besar IKN untuk perekenomian Indonesia yaitu Indonesia sentris budaya pemerintahan baru meningkatkan\xe2\x80\xa6 https://t.co/5t2Gw1vJ7e,positive
@airkami_id Gak lama lagi penduduk Jakarta berkurang pindang ke IKN,negative
IKN untuk kesejahteraan rakyat\n\xe2\x9d\xa4\xef\xb8\x8f Aceh Hadir Mendukung\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/8jOC37Bkyr,positive
@projectm_org @ikn_id ini didesain manusia-manusia penghuninya dari migrasi orang Jawa atau mengakomodir penduduk s\xe2\x80\xa6 https://t.co/A44x8jlaft,negative
@alextham878 Ngributin formula e smntr kereta api cepat nombok trilyunan pakai APBN jg IKN . Laporan dr Mandalika j\xe2\x80\xa6 https://t.co/fooiTLDWdh,negative
Mantap setuju dengan pembangunan IKN\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/mQGt1WOSyR,positive
@NandaShanum: @berita_mineral @FGelael @maryshelparaiso IKN Memberikan Dampak positiveBagi Kesejahteraan Masyarakat Jawa Timur. #JokowiB\xe2\x80\xa6,positive
@arthaN38836243: MEMBANGUN IKN DENGAN HGB 160 TAHUN ITU ARTINYA:\n\n1. RI kehilangan ibu kota.\n2. Masa depan anak cucu terampas oleh pemeg\xe2\x80\xa6,negative
@DiazPutransyah: RI Maju! Dewan Penasehat IKN Jokowi Tony Blair: Indonesia Bisa Masuk 4 Besar Ekonomi Terkuat di Dunia!\n.\n.\n.\nnia ramad\xe2\x80\xa6,positive
IKN berkonsep Ramah Lingkungan \nBanten\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/qIDQaIfjUj,positive
Info - Pembangunan IKN akan berkonsep Green City!\n\nAceh Hadir Mendukung \xe2\x9d\xa4\xef\xb8\x8f\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/y8sDyReT6J,positive
@S4fitr1HS: Cuplikan sepekan Presiden @jokowi \n\nPresiden berkunjung ke kawasan Ibu Kota Nusantara pekan lalu. Ia datang dengan menyusuri\xe2\x80\xa6,positive
IKN Akan Jadi Superhub Ekonomi Ini 6 Klaster Penopangnya:\n*Klaster Industri Teknologi Bersih.\n*Klaster Farmasi Ter\xe2\x80\xa6 https://t.co/J9zT2hbuiV,positive
@HildaPratiwi23: RI Maju! Dewan Penasehat IKN Jokowi Tony Blair: Indonesia Bisa Masuk 4 Besar Ekonomi Terkuat di Dunia!\n\nSehun 35 Jt 6\xe2\x80\xa6,positive
@FGelael: @berita_mineral @maryshelparaiso IKN siap bersaing dalam sektor pariwisata Jawa Timur dukung #KotaDuniaUntukSemua #IKNSejahter\xe2\x80\xa6,positive
@hornetrimula01 Gorontalo siap mendukung pemindahan IKN. \n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/Z2eqBxbzcp,positive
semakin cepat pembangunan IKN dan Perpindahan Ibu Kota Negara akan semakin baik\n\nIbu Kota Negara tidak dikotori ol\xe2\x80\xa6 https://t.co/mpOGVpIw4A,positive
Surat Penunjukan Penyedia Barang/Jasa untuk pelaksanaan Pekerjaan Manajemen Konstruksi Induk pada Kegiatan Pembangu\xe2\x80\xa6 https://t.co/OSoXVkiox0,positive
@Joane24641240 IKN berikan dampak positiveekonomi,positive
@giginpraginanto: Dikira rakyat bakal percaya bahwa IKN didukung oleh akar rumput. No way! https://t.co/WByVImjZR3,negative
@alisyarief: Enam Ribu Kepala Desa se-Indonesia Direncanakan Kunjungi IKN https://t.co/gVza2MX6RY,positive
@ariefsyarief07 KADIN Indonesia proaktif memperkenalkan dan mengajak pengusaha global berinvestasi di IKN #b20\xe2\x80\xa6 https://t.co/PaLY0tb1ML,positive
IKN tak ada lawan semoga segera terwujud\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/S0vTCxEala,positive
@NandaShanum: @KathyJo49714916 @maryshelparaiso Indonesia Sentris Harus tercermin di IKN Nusantara warga Jawa Timur siap dukung #Jokowi\xe2\x80\xa6,positive
Dukung MPR RI keluarkan ketetapan tentang IKN Nusantara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/CyET54i5m5,positive
Tiga manfaat besar IKN utk perekonomian Indonesia\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/YBZ6t0D5Lx,positive
Pembangunan IKN Nusantara transformasi menuju Indonesia maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/1R3Q5e9TgW,positive
Sukseskan pembangunan IKN Nusantara  #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/4pWbosJlKl,positive
Progres pembangunan IKN kini telah memasuki beberapa tahap.\nDan saat ini masuk dlm tahap\xc2\xa0land clearing\xc2\xa0atau pembers\xe2\x80\xa6 https://t.co/MTHt10LOjI,positive
@antaranews: Enam ribu kepala desa se-Indonesia dijadwalkan kunjungi IKN https://t.co/P1SeTMURPa,positive
@KompasTV Di rezim ini sudah ada @BPIPRI ada @kemenkopmk UU juga getol dibuat (sampai IKN yg blm matang saja disahk\xe2\x80\xa6 https://t.co/ZxTDdAs7l3,negative
@Joane24641240 Masyarakat Jawa Tengah Dukung pemindahan dan pembangunan IKN Nusantara\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/WnfkmYIKFu,positive
@retnosetyow4t: Pemerintah mulai menyusun rencana pengembangan infrastruktur bagi penduduk di Ibu Kota Nusantara (IKN). Dalam keterangan\xe2\x80\xa6,positive
Optimis IKN akan wujudkan Indonesia Maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/qU4UbefWKz,positive
@AnitaGo62253157 sukseskan IKN Nusantara\n-Jambi-\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/6QsAEu7QAP,positive
Pemerintah targetkan IKN dihuni 200 ribu Orang. Dukung Pembangunan IKN\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/taaJI420dz,positive
@Merdekasatu1 @maryshelparaiso Pemindahan IKN Untuk Pemerataan Pembangunan Jawa Timur Dukung IKN Nusantara\xe2\x80\xa6 https://t.co/qDgRniMKZr,positive
IKN Nusantara menjadi pusat peradaban maju #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/yhb4xmJwIp,positive
Pembangunan IKN Nusantara berkonsep green city\n\n_Warganet Bengkulu_\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/aFeBhbTDdJ,positive
IKN NUSANTARA semakin luar biasa\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\n#IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/VGWkZ2YwhR,positive
@NandaShanum: @maryshelparaiso Bukan hanya wilayah IKN akan mengalami kemajuan pesat tapi juga Jawa Timur dan wilayah Indonesia lainnya\xe2\x80\xa6,positive
Yakin IKN akan membawa banyak dampak positive\n\nDKI Jakarta \n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/MrTAf1OpKK,positive
Pembangunan IKN berkonsep Green City\n#KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/hDyX79iuLA,positive
Info - IKN akan jadi representasi Indonesia yang unggul!\n\nAceh Hadir Mendukung \xe2\x9d\xa4\xef\xb8\x8f\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/cMYCG5D0wO,positive
kadrun tdk akan berada di IKN takut dgn saudara2 kita dr suku dayakmakanya nyinyir... https://t.co/lJwNGnfksS,negative
@DokterTifa Menggebu2nya buzzerBAB nyinyir soal IKN adlh tanda yg sulit dibantah bhw membangun IKN adlh hal yg bena\xe2\x80\xa6 https://t.co/85166S6beC,negative
@berita_mineral @maryshelparaiso Dukung IKN semoga makin maju Jawa Timur Dukung Pembangunan IKN\xe2\x80\xa6 https://t.co/vp5nrJapML,positive
@Merdekasatu1: @berita_mineral @FGelael @maryshelparaiso Aku wong Jawa Timur siap mendkung penuh IKN #JokowiBapakInfrastruktur #KotaDuni\xe2\x80\xa6,positive
Pemerintah targetkan IKN dihuni 200 ribu orang pada 2024\n\nGorontalo\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/2BhNAsYmKm,positive
@NandaShanum: @OiCoffe @Opposih6890bio @maryshelparaiso IKN tingkatkan dalam segala bidang mantap #JokowiBapakInfrastruktur #KotaDuniaUn\xe2\x80\xa6,positive
Ini dia manfaat besar IKN untuk perekonomian\n.\nIKN Majukan bangsa Jambi\n#KotaDuniaUntukSemua\xe2\x80\xa6 https://t.co/TWMoSaqWT9,positive
@KotaNusantara @HusnaNur01 Semoga IKN segera terwujud,positive
@alisyarief Apa tdk ada program yg tak habiskan uang apatah lg negara sedang banyak hutang ? Sepatutnya para kades\xe2\x80\xa6 https://t.co/3jpow2acYX,negative
IKN Nusantara akan jadi kota terpandang #KotaDuniaUntukSemua #IKNSejahterakanIndonesia #IKNPemerataanEkonomi\xe2\x80\xa6 https://t.co/V1p0yrvxRR,positive
@projectm_org: Keputusan pemerintah pemindahan Ibu Kota Negara (IKN) memicu perbincangan publik. Mulai dari perihal nama ibu kota \xe2\x80\x9cNusan\xe2\x80\xa6,negative
Tiga manfaat IKN Nusantara untuk ekonomi negara\n\n#KotaDuniaUntukSemua\n#IKNSejahterakanIndonesia\xe2\x80\xa6 https://t.co/gJr0uRNp1R,positive
@NandaShanum: @FGelael @OiCoffe @maryshelparaiso Masyarakat Jawa Timur dukung pembangunan IKN Nusantara #JokowiBapakInfrastruktur #KotaD\xe2\x80\xa6,positive
